sample_id,model,method,prediction,probability,llm_sentiment,prediction_llm_agreement,topk_recall,jaccard,signed_cosine,evidence_mass,polarity_agreement,llm_match_score,xai_top_words,llm_evidence_words,sample_type
case_027,fnn,integrated_gradients_steps50,negative,0.9725,negative,True,0.375,0.375,0.711992,1.0,1.0,0.552998,그냥 | 폭망 | 수준,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,fnn,integrated_gradients_steps50,positive,0.9897,positive,True,0.333333,0.285714,0.490494,0.649567,1.0,0.408154,볼 | 인생 | 설렘,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,fnn,integrated_gradients_steps50,negative,0.9991,negative,True,0.428571,0.428571,0.705931,1.0,1.0,0.583626,1점도 | 아깝다 | 엉망진창임,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,fnn,integrated_gradients_steps50,positive,0.9994,positive,True,0.166667,0.125,0.510938,0.493208,1.0,0.291299,가슴 | 사실을 | 영화입니다.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
case_001,fnn,integrated_gradients_steps100,positive,0.9372,positive,True,0.666667,0.5,0.820102,0.865039,1.0,0.693115,영화 | 재미있어요 | 추천합니다,정말 | 재미있어요 | 추천합니다,custom
case_002,fnn,integrated_gradients_steps100,negative,0.9815,negative,True,0.6,0.6,0.662891,1.0,1.0,0.675723,지루하고 | 배우들 | 별로네요,스토리가 | 지루하고 | 배우들 | 연기도 | 별로네요,custom
case_003,fnn,integrated_gradients_steps100,positive,0.6427,positive,True,0.6,0.6,0.415856,1.0,0.666667,0.613964,처음엔 | 지루했는데 | 재미있어지네요,처음엔 | 지루했는데 | 갈수록 | 정말 | 재미있어지네요,custom
case_004,fnn,integrated_gradients_steps100,negative,0.8229,negative,True,0.5,0.5,0.633834,1.0,1.0,0.608459,연기는 | 명품인데 | 쓰레기네요,배우들의 | 연기는 | 명품인데 | 각본이 | 너무 | 쓰레기네요,custom
case_005,fnn,integrated_gradients_steps100,negative,0.8195,negative,True,0.25,0.222222,0.173878,0.893387,0.5,0.320533,와... | 돈을 | 대단하다,이런 | 영화에 | 내 | 피 | 같은 | 돈을 | 쓰다니 | 대단하다,custom
case_006,fnn,integrated_gradients_steps100,positive,0.759,negative,False,0.4,0.333333,0.171524,0.63211,0.5,0.361031,수면제 | 좋은 | 훌륭한,수면제 | 대신 | 보면 | 딱 | 좋은,custom
case_007,fnn,integrated_gradients_steps100,positive,0.9194,positive,True,0.333333,0.2,0.456886,0.646582,1.0,0.377875,와 | 진짜 | 꼭보세요,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,custom
case_008,fnn,integrated_gradients_steps100,negative,0.996,negative,True,0.5,0.4,0.70598,0.751289,1.0,0.564188,시간낭비 | 지리구요 | ㅡㅡ,시간낭비 | 다신 | 안봄 | ㅡㅡ,custom
case_009,fnn,integrated_gradients_steps100,negative,0.8264,positive,False,0.5,0.4,0.509316,0.697291,1.0,0.506923,지루하긴 | 한데 | 멋있음,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,fnn,integrated_gradients_steps100,negative,0.9984,negative,True,1.0,1.0,0.978262,1.0,1.0,0.994566,개노잼임 | ㅡㅡ,개노잼임 | ㅡㅡ,custom
case_011,fnn,integrated_gradients_steps100,negative,0.992,negative,True,0.5,0.5,0.498533,1.0,1.0,0.574633,알바들만 | 돈 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,fnn,integrated_gradients_steps100,positive,0.687,positive,True,0.375,0.375,0.174399,1.0,0.666667,0.4186,어설픈 | 가슴 | 수작.,어설픈 | 신파보다 | 백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,fnn,integrated_gradients_steps100,negative,0.9935,negative,True,0.6,0.6,0.837282,0.99692,1.0,0.718859,없음... | 때우기용도 | 안됨,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,fnn,integrated_gradients_steps100,negative,0.9992,negative,True,0.5,0.5,0.715615,1.0,1.0,0.628904,개연성이 | 밥말아먹었나 | 스토리가,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,fnn,integrated_gradients_steps100,positive,0.9935,positive,True,0.375,0.375,0.691051,1.0,1.0,0.547763,음악 | 완벽하다. | 꼭,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,fnn,integrated_gradients_steps100,negative,0.8794,negative,True,0.666667,0.5,0.460643,0.60247,1.0,0.563865,재밌다길래 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,fnn,integrated_gradients_steps100,positive,0.9998,positive,True,0.4,0.333333,0.766783,0.685949,1.0,0.517921,오랜만에 | 따뜻해지는 | 강추!!,가슴 | 따뜻해지는 | 웰메이드 | 영화 | 강추!!,custom
case_018,fnn,integrated_gradients_steps100,negative,0.9951,negative,True,0.5,0.5,0.545679,0.961867,0.666667,0.5807,억지 | 감동 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,fnn,integrated_gradients_steps100,negative,0.9872,negative,True,0.428571,0.428571,0.734412,0.901154,1.0,0.575919,돈이랑 | 감독 | 누구냐,내 | 돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,fnn,integrated_gradients_steps100,positive,0.9265,positive,True,0.333333,0.285714,0.375687,0.574847,1.0,0.368244,힐링 | ㅠㅠ | 연기도,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,fnn,integrated_gradients_steps100,negative,0.9548,negative,True,0.428571,0.428571,0.678309,0.92022,1.0,0.564753,초반엔 | 산으로 | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,fnn,integrated_gradients_steps100,positive,0.9681,positive,True,0.4,0.333333,0.463837,0.653969,1.0,0.437388,인생작입니다. | 중에 | 최고라고,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,fnn,integrated_gradients_steps100,negative,0.9943,negative,True,0.75,0.75,0.787007,1.0,1.0,0.796752,지루해서 | 나왔어요 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
case_024,fnn,integrated_gradients_steps100,negative,0.9496,negative,True,0.272727,0.272727,0.642283,0.892257,1.0,0.458046,훌륭했지만 | 엉성해서 | 실망스러웠습니다.,연기도 | 좋고 | 영상도 | 아름답고 | 음악도 | 훌륭했지만 | 스토리가 | 너무 | 엉성해서 | 전체적으로는 | 실망스러웠습니다.,custom
case_025,fnn,integrated_gradients_steps100,positive,0.6236,positive,True,0.5,0.5,0.664986,0.7995,1.0,0.586171,제격임 | 유치하긴 | 좋네요,킬링타임으로 | 제격임 | 유치하긴 | 가볍게 | 웃기 | 좋네요,custom
case_026,fnn,integrated_gradients_steps100,positive,0.6697,positive,True,0.6,0.6,0.628378,0.941089,0.666667,0.658258,명작인데 | 억까들 | 많네,생각보다 | 완전 | 명작인데 | 억까들 | 많네,custom
case_027,fnn,integrated_gradients_steps100,negative,0.9725,negative,True,0.375,0.375,0.707783,1.0,0.666667,0.551946,나음.. | 그냥 | 폭망,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,fnn,integrated_gradients_steps100,positive,0.9897,positive,True,0.333333,0.285714,0.493002,0.651059,1.0,0.409004,볼 | 인생 | 설렘,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,fnn,integrated_gradients_steps100,negative,0.9991,negative,True,0.428571,0.428571,0.711132,1.0,1.0,0.584926,1점도 | 아깝다 | 엉망진창임,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,fnn,integrated_gradients_steps100,positive,0.9994,positive,True,0.166667,0.125,0.515163,0.496824,1.0,0.292898,가슴 | 사실을 | 영화입니다.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
case_001,transformer,occlusion,positive,0.9957661628723145,positive,True,0.666667,0.5,0.810612,0.848306,1.0,0.688232,영화 | 재미있어요 | 추천합니다,정말 | 재미있어요 | 추천합니다,custom
case_002,transformer,occlusion,negative,0.9746791124343872,negative,True,0.6,0.6,0.823619,1.0,1.0,0.715905,지루하고 | 연기도 | 별로네요,스토리가 | 지루하고 | 배우들 | 연기도 | 별로네요,custom
case_003,transformer,occlusion,positive,0.9952811598777771,positive,True,0.6,0.6,0.564593,1.0,0.666667,0.651148,지루했는데 | 갈수록 | 재미있어지네요,처음엔 | 지루했는데 | 갈수록 | 정말 | 재미있어지네요,custom
case_004,transformer,occlusion,negative,0.9537579417228699,negative,True,0.5,0.5,-0.041828,1.0,0.666667,0.45,연기는 | 명품인데 | 쓰레기네요,배우들의 | 연기는 | 명품인데 | 각본이 | 너무 | 쓰레기네요,custom
case_005,transformer,occlusion,negative,0.9429766535758972,negative,True,0.375,0.375,0.52735,0.998854,1.0,0.506666,이런 | 영화에 | 쓰다니,이런 | 영화에 | 내 | 피 | 같은 | 돈을 | 쓰다니 | 대단하다,custom
case_006,transformer,occlusion,negative,0.920015275478363,negative,True,0.6,0.6,0.477253,0.969193,1.0,0.624692,수면제 | 보면 | 딱,수면제 | 대신 | 보면 | 딱 | 좋은,custom
case_007,transformer,occlusion,positive,0.9955333471298218,positive,True,0.666667,0.5,0.846682,0.963021,1.0,0.714457,진짜 | 개존잼!!! | 꼭보세요,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,custom
case_008,transformer,occlusion,negative,0.9699409604072571,negative,True,0.75,0.75,0.723349,0.872532,1.0,0.761717,시간낭비 | 다신 | 안봄,시간낭비 | 다신 | 안봄 | ㅡㅡ,custom
case_009,transformer,occlusion,negative,0.9219181537628174,positive,False,0.5,0.4,-0.532399,0.978896,0.5,0.421834,스토리가 | 한데 | 배우들은,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,transformer,occlusion,negative,0.9724321365356445,negative,True,1.0,1.0,0.923762,1.0,1.0,0.980941,개노잼임 | ㅡㅡ,개노잼임 | ㅡㅡ,custom
case_011,transformer,occlusion,negative,0.97320955991745,negative,True,0.5,0.5,0.685508,1.0,1.0,0.621377,넘치네 | 진짜 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,transformer,occlusion,positive,0.9957440495491028,positive,True,0.375,0.375,0.616815,1.0,1.0,0.529204,신파보다 | 먹먹해지는 | 수작.,어설픈 | 신파보다 | 백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,transformer,occlusion,negative,0.9739834666252136,negative,True,0.6,0.6,0.832186,0.992337,1.0,0.716897,재미는 | 없음... | 때우기용도,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,transformer,occlusion,negative,0.9682220220565796,negative,True,0.5,0.5,0.692049,1.0,1.0,0.623012,밥말아먹었나 | 스토리가 | 모양임?,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,transformer,occlusion,positive,0.9939623475074768,positive,True,0.375,0.375,0.7326,1.0,1.0,0.55815,완벽하다. | 꼭 | 보세요.,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,transformer,occlusion,negative,0.9743292927742004,negative,True,0.666667,0.5,0.711715,0.855313,1.0,0.664559,재밌다길래 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,transformer,occlusion,positive,0.9961435794830322,positive,True,0.4,0.333333,0.652574,0.692224,1.0,0.490311,따뜻해지는 | 웰메이드 | 봤네요.,가슴 | 따뜻해지는 | 웰메이드 | 영화 | 강추!!,custom
case_018,transformer,occlusion,negative,0.9690886735916138,negative,True,0.5,0.5,0.80557,0.930956,1.0,0.641036,뻔하디 | 억지 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,transformer,occlusion,negative,0.9596322178840637,negative,True,0.428571,0.428571,0.645544,0.97933,1.0,0.565428,돈이랑 | 돌려내라 | 감독,내 | 돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,transformer,occlusion,positive,0.9943086504936218,positive,True,0.5,0.5,0.623057,0.874894,1.0,0.586998,힐링 | 연기도 | 찰떡,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,transformer,occlusion,negative,0.9735549688339233,negative,True,0.428571,0.428571,0.664367,0.944377,1.0,0.564891,갈수록 | 산으로 | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,transformer,occlusion,positive,0.9960350394248962,positive,True,0.6,0.6,0.759086,0.929363,1.0,0.689176,인생작입니다. | 최고라고 | 싶네요.,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,transformer,occlusion,negative,0.9721331596374512,negative,True,0.75,0.75,0.792883,1.0,1.0,0.798221,지루해서 | 나왔어요 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
case_024,transformer,occlusion,negative,0.8621509671211243,negative,True,0.181818,0.166667,0.019168,0.844387,0.5,0.236753,훌륭했지만 | 정작 | 실망스러웠습니다.,연기도 | 좋고 | 영상도 | 아름답고 | 음악도 | 훌륭했지만 | 스토리가 | 너무 | 엉성해서 | 전체적으로는 | 실망스러웠습니다.,custom
case_025,transformer,occlusion,positive,0.9952421188354492,positive,True,0.5,0.5,0.691089,0.846397,1.0,0.599732,킬링타임으로 | 제격임 | 좋네요,킬링타임으로 | 제격임 | 유치하긴 | 가볍게 | 웃기 | 좋네요,custom
case_026,transformer,occlusion,positive,0.995578944683075,positive,True,0.4,0.333333,0.520952,0.990741,0.5,0.502183,이럼? | 명작인데 | 억까들,생각보다 | 완전 | 명작인데 | 억까들 | 많네,custom
case_027,transformer,occlusion,negative,0.9653148055076599,negative,True,0.375,0.375,0.799501,1.0,1.0,0.574875,나음.. | 폭망 | 수준,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,transformer,occlusion,positive,0.994411051273346,positive,True,0.5,0.5,0.716613,0.886558,1.0,0.612137,완전 | 인생 | 설렘,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,transformer,occlusion,negative,0.9730837941169739,negative,True,0.428571,0.428571,0.502612,1.0,1.0,0.532796,아깝다 | 스토리 | 엉망진창임,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,transformer,occlusion,positive,0.9960455298423767,positive,True,0.5,0.5,0.542016,0.913121,1.0,0.572472,담아낸 | 영화입니다. | 먹먹하네요.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
case_001,transformer,integrated_gradients_steps50,positive,0.9957661628723145,positive,True,1.0,1.0,0.900397,0.829836,1.0,0.949574,정말 | 재미있어요 | 추천합니다,정말 | 재미있어요 | 추천합니다,custom
case_002,transformer,integrated_gradients_steps50,negative,0.9746791124343872,negative,True,0.6,0.6,-0.846704,1.0,0.0,0.51,스토리가 | 연기도 | 별로네요,스토리가 | 지루하고 | 배우들 | 연기도 | 별로네요,custom
case_003,transformer,integrated_gradients_steps50,positive,0.9952811598777771,positive,True,0.6,0.6,0.792081,1.0,1.0,0.70802,처음엔 | 정말 | 재미있어지네요,처음엔 | 지루했는데 | 갈수록 | 정말 | 재미있어지네요,custom
case_004,transformer,integrated_gradients_steps50,negative,0.9537579417228699,negative,True,0.5,0.5,-0.062013,1.0,0.333333,0.45,각본이 | 너무 | 쓰레기네요,배우들의 | 연기는 | 명품인데 | 각본이 | 너무 | 쓰레기네요,custom
case_005,transformer,integrated_gradients_steps50,negative,0.9429766535758972,negative,True,0.375,0.375,0.029021,0.934083,0.666667,0.372368,이런 | 내 | 쓰다니,이런 | 영화에 | 내 | 피 | 같은 | 돈을 | 쓰다니 | 대단하다,custom
case_006,transformer,integrated_gradients_steps50,negative,0.920015275478363,negative,True,0.2,0.142857,0.363166,0.400558,1.0,0.256589,딱 | 훌륭한 | 영화입니다,수면제 | 대신 | 보면 | 딱 | 좋은,custom
case_007,transformer,integrated_gradients_steps50,positive,0.9955333471298218,positive,True,1.0,1.0,0.907309,0.892749,1.0,0.96074,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,custom
case_008,transformer,integrated_gradients_steps50,negative,0.9699409604072571,negative,True,0.75,0.75,0.616125,0.845536,0.666667,0.730862,시간낭비 | 다신 | 안봄,시간낭비 | 다신 | 안봄 | ㅡㅡ,custom
case_009,transformer,integrated_gradients_steps50,negative,0.9219181537628174,positive,False,0.75,0.75,0.307795,0.921687,0.666667,0.665202,지루하긴 | 배우들은 | 멋있음,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,transformer,integrated_gradients_steps50,negative,0.9724321365356445,negative,True,1.0,1.0,0.999001,1.0,1.0,0.99975,개노잼임 | ㅡㅡ,개노잼임 | ㅡㅡ,custom
case_011,transformer,integrated_gradients_steps50,negative,0.97320955991745,negative,True,0.5,0.5,0.426464,1.0,0.666667,0.556616,알바들만 | 돈 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,transformer,integrated_gradients_steps50,positive,0.9957440495491028,positive,True,0.375,0.375,0.66644,1.0,1.0,0.54161,신파보다 | 백배 | 수작.,어설픈 | 신파보다 | 백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,transformer,integrated_gradients_steps50,negative,0.9739834666252136,negative,True,0.6,0.6,0.873492,0.983017,1.0,0.725826,재미는 | 없음... | 때우기용도,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,transformer,integrated_gradients_steps50,negative,0.9682220220565796,negative,True,0.5,0.5,0.652687,1.0,1.0,0.613172,밥말아먹었나 | 이 | 모양임?,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,transformer,integrated_gradients_steps50,positive,0.9939623475074768,positive,True,0.375,0.375,0.88106,1.0,1.0,0.595265,삼박자가 | 극장가서 | 보세요.,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,transformer,integrated_gradients_steps50,negative,0.9743292927742004,negative,True,0.666667,0.5,0.610362,0.667565,1.0,0.611059,하도 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,transformer,integrated_gradients_steps50,positive,0.9961435794830322,positive,True,0.6,0.6,0.850722,0.72272,1.0,0.681089,따뜻해지는 | 웰메이드 | 강추!!,가슴 | 따뜻해지는 | 웰메이드 | 영화 | 강추!!,custom
case_018,transformer,integrated_gradients_steps50,negative,0.9690886735916138,negative,True,0.5,0.5,0.549997,0.853479,0.666667,0.565521,억지 | 감동 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,transformer,integrated_gradients_steps50,negative,0.9596322178840637,negative,True,0.285714,0.25,0.601924,0.826152,1.0,0.436904,내 | 시간 | ㅋㅋㅋ,내 | 돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,transformer,integrated_gradients_steps50,positive,0.9943086504936218,positive,True,0.5,0.5,0.786192,0.807548,1.0,0.61768,힐링 | 옴 | 찰떡,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,transformer,integrated_gradients_steps50,negative,0.9735549688339233,negative,True,0.428571,0.428571,0.596068,0.924245,1.0,0.544797,오? | 산으로 | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,transformer,integrated_gradients_steps50,positive,0.9960350394248962,positive,True,0.6,0.6,0.648994,0.572703,1.0,0.608154,인생작입니다. | 최고라고 | 싶네요.,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,transformer,integrated_gradients_steps50,negative,0.9721331596374512,negative,True,0.75,0.75,0.550013,1.0,0.666667,0.737503,지루해서 | 중간에 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
case_024,transformer,integrated_gradients_steps50,negative,0.8621509671211243,negative,True,0.272727,0.272727,0.71596,0.978053,1.0,0.489334,좋고 | 아름답고 | 실망스러웠습니다.,연기도 | 좋고 | 영상도 | 아름답고 | 음악도 | 훌륭했지만 | 스토리가 | 너무 | 엉성해서 | 전체적으로는 | 실망스러웠습니다.,custom
case_025,transformer,integrated_gradients_steps50,positive,0.9952421188354492,positive,True,0.333333,0.285714,0.663183,0.874818,1.0,0.485114,제격임 | ㅋㅋ | 좋네요,킬링타임으로 | 제격임 | 유치하긴 | 가볍게 | 웃기 | 좋네요,custom
case_026,transformer,integrated_gradients_steps50,positive,0.995578944683075,positive,True,0.4,0.333333,0.45676,0.771594,0.5,0.453262,왜 | 명작인데 | 억까들,생각보다 | 완전 | 명작인데 | 억까들 | 많네,custom
case_027,transformer,integrated_gradients_steps50,negative,0.9653148055076599,negative,True,0.375,0.375,0.796599,1.0,1.0,0.57415,실사화는 | 폭망 | 수준,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,transformer,integrated_gradients_steps50,positive,0.994411051273346,positive,True,0.5,0.5,0.780889,0.885416,1.0,0.628035,인생 | 설렘 | 터짐,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,transformer,integrated_gradients_steps50,negative,0.9730837941169739,negative,True,0.428571,0.428571,0.304458,1.0,0.666667,0.483257,아깝다 | 캐스팅 | 엉망진창임,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,transformer,integrated_gradients_steps50,positive,0.9960455298423767,positive,True,0.5,0.5,0.665777,0.734094,1.0,0.576558,잘 | 담아낸 | 먹먹하네요.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
case_001,transformer,integrated_gradients_steps100,positive,0.9957661628723145,positive,True,1.0,1.0,0.900241,0.829738,1.0,0.949521,정말 | 재미있어요 | 추천합니다,정말 | 재미있어요 | 추천합니다,custom
case_002,transformer,integrated_gradients_steps100,negative,0.9746791124343872,negative,True,0.6,0.6,0.493352,1.0,0.666667,0.633338,스토리가 | 연기도 | 별로네요,스토리가 | 지루하고 | 배우들 | 연기도 | 별로네요,custom
case_003,transformer,integrated_gradients_steps100,positive,0.9952811598777771,positive,True,0.6,0.6,0.781316,1.0,1.0,0.705329,처음엔 | 정말 | 재미있어지네요,처음엔 | 지루했는데 | 갈수록 | 정말 | 재미있어지네요,custom
case_004,transformer,integrated_gradients_steps100,negative,0.9537579417228699,negative,True,0.5,0.5,0.233968,1.0,0.333333,0.508492,각본이 | 너무 | 쓰레기네요,배우들의 | 연기는 | 명품인데 | 각본이 | 너무 | 쓰레기네요,custom
case_005,transformer,integrated_gradients_steps100,negative,0.9429766535758972,negative,True,0.375,0.375,0.087262,0.93721,0.666667,0.387397,이런 | 내 | 쓰다니,이런 | 영화에 | 내 | 피 | 같은 | 돈을 | 쓰다니 | 대단하다,custom
case_006,transformer,integrated_gradients_steps100,negative,0.920015275478363,negative,True,0.2,0.142857,0.41524,0.432893,1.0,0.274458,딱 | 훌륭한 | 영화입니다,수면제 | 대신 | 보면 | 딱 | 좋은,custom
case_007,transformer,integrated_gradients_steps100,positive,0.9955333471298218,positive,True,1.0,1.0,0.947827,0.897461,1.0,0.971576,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,custom
case_008,transformer,integrated_gradients_steps100,negative,0.9699409604072571,negative,True,0.75,0.75,0.683447,0.86219,1.0,0.75019,시간낭비 | 안봄 | ㅡㅡ,시간낭비 | 다신 | 안봄 | ㅡㅡ,custom
case_009,transformer,integrated_gradients_steps100,negative,0.9219181537628174,positive,False,0.75,0.75,0.140802,0.948879,0.666667,0.627532,지루하긴 | 배우들은 | 멋있음,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,transformer,integrated_gradients_steps100,negative,0.9724321365356445,negative,True,1.0,1.0,0.999462,1.0,1.0,0.999865,개노잼임 | ㅡㅡ,개노잼임 | ㅡㅡ,custom
case_011,transformer,integrated_gradients_steps100,negative,0.97320955991745,negative,True,0.5,0.5,0.433717,1.0,0.666667,0.558429,평점 | 돈 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,transformer,integrated_gradients_steps100,positive,0.9957440495491028,positive,True,0.375,0.375,0.659312,1.0,1.0,0.539828,신파보다 | 백배 | 수작.,어설픈 | 신파보다 | 백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,transformer,integrated_gradients_steps100,negative,0.9739834666252136,negative,True,0.6,0.6,0.899022,0.982413,1.0,0.732117,재미는 | 없음... | 때우기용도,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,transformer,integrated_gradients_steps100,negative,0.9682220220565796,negative,True,0.5,0.5,0.680609,1.0,1.0,0.620152,밥말아먹었나 | 스토리가 | 모양임?,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,transformer,integrated_gradients_steps100,positive,0.9939623475074768,positive,True,0.375,0.375,0.881116,1.0,1.0,0.595279,삼박자가 | 극장가서 | 보세요.,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,transformer,integrated_gradients_steps100,negative,0.9743292927742004,negative,True,0.666667,0.5,0.569834,0.622079,1.0,0.594104,하도 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,transformer,integrated_gradients_steps100,positive,0.9961435794830322,positive,True,0.6,0.6,0.862242,0.739392,1.0,0.686469,따뜻해지는 | 웰메이드 | 강추!!,가슴 | 따뜻해지는 | 웰메이드 | 영화 | 강추!!,custom
case_018,transformer,integrated_gradients_steps100,negative,0.9690886735916138,negative,True,0.5,0.5,0.53669,0.838748,0.666667,0.559985,억지 | 감동 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,transformer,integrated_gradients_steps100,negative,0.9596322178840637,negative,True,0.285714,0.25,0.648868,0.837165,1.0,0.450292,내 | 시간 | ㅋㅋㅋ,내 | 돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,transformer,integrated_gradients_steps100,positive,0.9943086504936218,positive,True,0.5,0.5,0.763229,0.793592,1.0,0.609846,힐링 | 옴 | 찰떡,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,transformer,integrated_gradients_steps100,negative,0.9735549688339233,negative,True,0.428571,0.428571,0.590323,0.955664,1.0,0.548073,오? | 산으로 | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,transformer,integrated_gradients_steps100,positive,0.9960350394248962,positive,True,0.6,0.6,0.646409,0.561075,1.0,0.605763,인생작입니다. | 최고라고 | 싶네요.,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,transformer,integrated_gradients_steps100,negative,0.9721331596374512,negative,True,0.75,0.75,0.50914,1.0,0.666667,0.727285,지루해서 | 중간에 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
